ID,StartDate,EndDate,Status,IPAddress,Progress,Duration (in seconds),Finished,RecordedDate,ResponseId,RecipientLastName,RecipientFirstName,RecipientEmail,ExternalReference,LocationLatitude,LocationLongitude,DistributionChannel,UserLanguage,Q87,Field,Hierarchy,Junior,Norms Prestige,Norms Less well know,Stealing Ideas,Zero Sum,Seminar,Conferences,Collaborate,Cooperate,important_materials,important_manuscripts,plan_data,plan_code,plan_MS,plan_instrument,other_MS_require,other_MS_prestige,other_MS_cooper,other_MS_public,other_MS_lab,other_materials_require,other_materials_prestige,other_materials_cooper,other_materials_public,other_materials_lab,self_MS_require,self_MS_prestige,self_MS_cooper,self_MS_public,self_MS_lab,self_materials_require,self_materials_prestige,self_materials_cooper,self_materials_public,self_materials_lab,Years,Identify,control_MS,control_materials,field_talking,formal_training,man_use_now,man_use_future
157,6/9/22 10:03,6/9/22 10:08,0,18.4.1.147,100,345,1,6/9/22 10:08,R_sip0snWBcISltm1,,,,,42.3649,-71.0987,anonymous,EN,1,Biology,5,2,5,5,5,2,4,1,5,5,5,5,5,5,5,,3,5,5,2,5,3,2,5,3,5,2,5,5,5,5,1,2,5,5,4,4,3,4,4,5,2,1,1
158,6/9/22 10:03,6/9/22 10:13,0,128.128.146.25,100,571,1,6/9/22 10:13,R_cBXOphHVpWVmbwR,,,,,37.3197,-76.7625,anonymous,EN,1,oceanography,5,1,4,4,4,1,4,3,4,5,5,5,5,5,2,5,5,5,5,5,5,5,1,4,3,5,1,5,5,5,5,2,5,5,5,5,4,1,3,4,3,1,1,1
162,6/9/22 10:12,6/9/22 10:32,0,75.69.92.108,100,1167,1,6/9/22 10:32,R_YPOcQz3XQkASd7b,,,,,43.6444,-72.2455,anonymous,EN,1,Oceanography,4,2,1,2,2,1,2,2,5,5,5,4,4,3,5,,4,5,5,5,5,4,4,5,5,5,4,5,5,5,5,5,4,5,5,3,4,5,3,3,5,2,1,1
176,6/9/22 8:30,6/9/22 11:32,0,18.29.7.17,100,10941,1,6/9/22 11:32,R_4ZNPdfEVsTqzQmR,,,,,42.3649,-71.0987,anonymous,EN,1,Chemistry,4,2,5,4,5,3,3,3,4,4,4,4,5,,5,5,3,5,2,1,5,1,1,4,1,3,1,1,2,1,5,1,2,4,1,3,4,4,4,4,2,2,1,1
205,6/10/22 10:56,6/10/22 11:02,0,18.29.29.194,100,367,1,6/10/22 11:02,R_2fkCXvyBtzfzLyg,,,,,42.3649,-71.0987,anonymous,EN,1,Cancer Immunology,3,3,4,4,4,2,2,1,4,5,5,3,5,,,,666,666,666,666,,4,1,5,5,1,,,,,,1,1,5,5,1,4,3,2,2,4,2,1,2
214,6/13/22 11:48,6/13/22 11:57,0,18.29.7.170,100,529,1,6/13/22 11:57,R_3esoBXhHL8R0e4s,,,,,42.3649,-71.0987,anonymous,EN,1,Biology,4,3,4,4,1,3,4,4,2,3,4,5,5,5,4,5,1,4,5,2,4,2,2,4,2,4,2,1,5,4,4,2,1,5,4,4,4,2,2,2,2,2,1,2
222,6/13/22 13:37,6/15/22 10:05,0,18.29.0.123,100,160073,1,6/15/22 10:05,R_uq4nMBLJWdbvOrn,,,,,42.3649,-71.0987,anonymous,EN,1,Condensed matter Physics,5,4,4,5,5,3,3,3,4,3,3,4,5,4,4,3,5,5,2,1,5,4,3,3,2,4,4,4,4,4,2,5,3,4,2,2,4,2,3,3,3,2,1,1
289,6/16/22 8:30,6/16/22 8:34,0,174.242.69.192,100,255,1,6/16/22 8:34,R_BVCPJy7mEmQqKJP,,,,,42.3427,-71.0922,anonymous,EN,1,Oceanography,2,2,2,2,4,2,2,2,5,5,5,3,5,5,5,2,5,5,4,3,5,3,3,5,4,5,4,4,4,3,5,4,4,4,4,5,4,3,3,4,3,2,1,1
292,6/16/22 8:28,6/16/22 8:38,0,38.13.2.38,100,600,1,6/16/22 8:38,R_eCBZFMZRhNHykkp,,,,,42.3252,-71.095,anonymous,EN,1,Physics,5,2,4,4,2,3,5,1,3,5,4,5,,1,5,,5,666,4,5,5,4,666,5,666,4,5,1,5,1,3,,,,,,4,2,1,1,5,2,1,1
304,6/16/22 8:41,6/16/22 8:51,0,18.29.14.176,100,619,1,6/16/22 8:51,R_33e9OOFncyHml2U,,,,,42.3649,-71.0987,anonymous,EN,1,Biology,2,1,1,1,1,1,3,1,5,5,5,5,5,5,5,,2,2,4,5,4,666,2,5,5,4,4,5,5,5,5,3,2,5,5,5,4,4,3,3,5,2,1,1
307,6/16/22 8:42,6/16/22 8:54,0,18.29.24.146,100,724,1,6/16/22 8:54,R_3MSA5pqqCvdZtfl,,,,,42.3649,-71.0987,anonymous,EN,1,Biomanufacturing,4,1,3,2,4,1,2,1,5,5,5,5,5,5,5,,5,4,5,5,5,4,3,5,5,5,5,4,4,4,4,4,3,4,5,5,4,4,3,3,4,2,20,1
310,6/16/22 8:50,6/16/22 8:57,0,18.25.16.120,100,387,1,6/16/22 8:57,R_1ePomMYJxbcFZ2W,,,,,42.3649,-71.0987,anonymous,EN,1,Physics. specifically AMO,4,1,2,4,1,3,2,1,4,5,4,5,5,5,5,,3,4,4,2,4,4,5,4,2,3,3,5,5,3,4,,5,4,2,3,4,4,4,4,2,2,1,2
337,6/16/22 9:38,6/16/22 9:53,0,18.31.27.26,100,908,1,6/16/22 9:53,R_3Gx0dlR8debLpMF,,,,,42.3649,-71.0987,anonymous,EN,1,Chemistry,4,1,3,1,3,2,3,4,5,3,5,5,4,4,5,4,4,1,5,4,4,2,1,4,4,4,4,1,4,4,4,2,1,3,4,3,4,4,3,3,4,2,20,2
343,6/16/22 10:00,6/16/22 10:05,0,18.29.31.80,100,302,1,6/16/22 10:05,R_1FgJLGmHVELmP5J,,,,,42.3649,-71.0987,anonymous,EN,1,biology,2,3,2,5,1,2,4,4,5,5,5,5,5,5,5,5,3,5,5,4,5,4,5,5,4,5,4,4,5,5,4,4,4,5,5,4,4,5,3,3,5,2,1,1
368,6/16/22 13:43,6/16/22 13:46,0,18.29.9.81,100,202,1,6/16/22 13:46,R_3pf1kef9UPZxOTB,,,,,42.3649,-71.0987,anonymous,EN,1,chemistry,2,1,3,2,4,1,2,2,4,4,5,3,5,4,3,5,5,3,4,4,5,3,3,2,4,5,4,4,5,5,4,2,3,5,5,2,4,5,3,4,5,1,1,1
401,6/20/22 19:31,6/20/22 19:37,0,50.234.189.44,100,376,1,6/20/22 19:37,R_10oyHRfI5uW0ZJA,,,,,42.3737,-71.1284,anonymous,EN,1,Chemical Biology,5,5,4,3,4,4,4,1,4,5,5,5,5,5,5,,1,5,5,5,5,5,5,5,5,5,1,5,5,5,5,5,5,5,5,5,4,4,2,4,3,2,1,1
486,7/12/22 9:41,7/12/22 9:55,0,18.31.24.255,100,843,1,7/12/22 9:55,R_29taD2stlyglhlC,,,,,42.3649,-71.0987,anonymous,EN,1,Biophysics,4,2,2,4,2,1,2,1,5,5,4,5,,5,5,,666,5,5,3,5,3,4,5,2,1,1,5,5,2,5,1,4,5,1,2,4,5,3,4,3,2,1,1
1,6/3/22 8:45,6/3/22 8:46,1,,100,75,1,6/3/22 8:46,R_2Y64eg55cLBioYg,,,,,42.3725,-71.1814,preview,EN,1,TEST,3,4,3,4,2,2,3,3,2,3,3,2,3,4,3,2,2,4,3,2,5,2,4,3,3,4,2,3,3,2,4,2,3,2,3,3,3,2,2,1,,,,
34,6/9/22 6:50,6/9/22 7:02,0,130.44.178.18,100,723,1,6/9/22 7:02,R_2wGH2MSm2cek0MS,,,,,42.3996,-71.1246,anonymous,EN,1,Physics,5,4,4,4,3,2,2,1,4,4,4,5,3,2,5,,2,4,5,2,666,666,1,3,4,666,1,4,4,3,4,1,1,4,4,5,3,3,2,2,2,1,1,2
38,6/9/22 7:01,6/9/22 7:05,0,107.77.224.99,100,234,1,6/9/22 7:05,R_2fvVBeest8ODTwV,,,,,40.7683,-73.9802,anonymous,EN,1,Physics,5,3,4,5,4,2,2,3,4,5,2,5,,,,,4,5,3,2,4,666,666,666,666,,3,5,4,2,4,4,4,4,1,4,3,3,1,1,3,2,1,1
42,6/9/22 6:51,6/9/22 7:08,0,18.31.9.45,100,1020,1,6/9/22 7:08,R_2SpoW1epmK5UPqK,,,,,42.3649,-71.0987,anonymous,EN,1,super-resolution imaging,4,4,3,4,4,3,1,1,2,5,5,5,5,5,5,5,2,4,4,3,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,3,4,5,5,4,2,1,2
45,6/9/22 7:01,6/9/22 7:10,0,64.118.112.221,100,545,1,6/9/22 7:10,R_1QKEKfBORBkfGHo,,,,,37.4931,-119.9269,anonymous,EN,1,Physics,2,4,4,3,2,2,4,3,4,4,4,4,2,2,5,,2,2,4,3,3,1,1,5,4,2,1,2,4,2,1,3,2,4,4,4,3,3,4,4,2,2,1,1
58,6/9/22 7:16,6/9/22 7:19,0,18.4.1.147,100,194,1,6/9/22 7:19,R_10Ob8Wa6skTystb,,,,,42.3649,-71.0987,anonymous,EN,1,Cell Biology,5,2,3,5,2,2,4,1,5,5,5,5,5,5,5,5,666,666,666,666,,666,666,666,666,,,,,,,,,,,,3,3,2,2,3,2,1,1
72,6/9/22 7:20,6/9/22 7:28,0,18.31.0.25,100,476,1,6/9/22 7:28,R_tGxxf2EuUH6JfQl,,,,,42.3649,-71.0987,anonymous,EN,1,Chemistry,4,3,3,4,4,3,3,3,2,4,4,2,2,2,2,4,5,5,2,3,4,5,5,2,3,4,1,1,4,4,4,1,1,5,5,5,3,4,1,4,2,2,20,1
76,6/9/22 7:27,6/9/22 7:33,0,18.4.1.147,100,391,1,6/9/22 7:33,R_p0333NCi9CMTSN3,,,,,42.3649,-71.0987,anonymous,EN,1,Biology,4,2,4,4,3,2,4,1,5,5,5,5,5,5,5,,3,666,4,1,4,4,3,5,3,4,,,,,,,,,,,3,4,2,2,4,2,1,2
89,6/9/22 7:38,6/9/22 7:47,0,73.69.214.119,100,537,1,6/9/22 7:47,R_3EKhwjfwudXJmi0,,,,,42.3996,-71.1246,anonymous,EN,1,Exoplanet science ,3,2,3,4,2,4,3,2,5,4,5,5,4,5,5,,2,4,5,4,5,3,3,5,3,,2,2,5,5,4,5,3,5,3,5,3,3,2,3,4,2,1,1
109,6/9/22 8:16,6/9/22 8:19,0,18.29.20.191,100,187,1,6/9/22 8:19,R_21nw1mmWFiragHk,,,,,42.3649,-71.0987,anonymous,EN,1,Chemistry,5,2,5,5,3,2,5,2,4,3,2,5,5,,5,,5,5,4,4,5,5,5,4,4,5,5,5,5,5,5,5,5,5,5,5,3,2,2,2,5,2,20,2
110,6/9/22 8:11,6/9/22 8:20,0,18.29.5.132,100,514,1,6/9/22 8:20,R_2zNrq2U6KCajfxk,,,,,42.3649,-71.0987,anonymous,EN,1,Physics,4,2,4,5,4,2,1,1,3,4,5,5,4,3,5,,2,5,4,3,5,4,4,4,3,4,4,4,4,3,4,4,4,4,3,4,3,4,3,3,3,2,1,2
124,6/9/22 8:35,6/9/22 8:43,0,192.54.94.174,100,484,1,6/9/22 8:43,R_1QmbT4auRcKR7BB,,,,,38.9965,-76.934,anonymous,EN,1,astrophysics,4,2,2,4,4,1,2,3,5,5,4,5,3,3,5,,666,5,5,3,4,5,4,5,4,5,3,3,5,4,5,,,,,,3,4,2,2,2,2,1,1
136,6/9/22 9:00,6/9/22 9:05,0,24.91.155.210,100,301,1,6/9/22 9:05,R_wRXqtcb9DuzuA4V,,,,,42.3996,-71.1246,anonymous,EN,1,Chemistry,4,2,5,4,5,2,1,2,5,5,5,5,5,5,5,,5,5,4,4,5,5,2,4,4,5,5,5,5,5,5,5,5,5,5,5,3,4,4,4,5,2,1,1
137,6/9/22 8:59,6/9/22 9:06,0,18.29.7.126,100,456,1,6/9/22 9:06,R_Q6v7e9xnvTinjXz,,,,,42.3649,-71.0987,anonymous,EN,1,Chemistry,5,3,4,5,3,4,3,3,4,4,5,4,,,,,5,5,4,5,5,2,1,5,5,666,,,,,,,,,,,3,1,1,1,2,2,1,1
155,6/9/22 9:52,6/9/22 9:59,0,18.31.1.166,100,390,1,6/9/22 9:59,R_1FlIGTlUWvS1zzV,,,,,42.3649,-71.0987,anonymous,EN,1,Astrophysics,4,2,4,4,2,2,2,2,4,5,4,4,4,5,4,,4,5,4,4,5,4,4,4,4,4,4,5,4,4,5,2,3,5,4,5,3,4,3,4,3,2,1,1
161,6/9/22 10:18,6/9/22 10:30,0,97.83.77.159,100,740,1,6/9/22 10:30,R_1BX8796wsXsJXex,,,,,45.3576,-84.9088,anonymous,EN,1,Biological Engineering,5,3,4,4,3,3,4,3,4,4,5,3,,,,,5,3,2,2,5,4,3,3,2,4,,,,,,,,,,,3,2,1,1,2,2,20,1
166,6/9/22 10:41,6/9/22 10:46,0,18.10.132.126,100,259,1,6/9/22 10:46,R_WCNcW6obgZ3ojol,,,,,42.3649,-71.0987,anonymous,EN,1,Chemistry,4,2,3,4,4,3,2,3,4,4,5,4,4,,4,,5,5,4,3,666,4,5,4,4,5,3,4,3,5,4,3,3,5,5,3,3,5,3,3,3,2,1,1
282,6/16/22 8:24,6/16/22 8:28,0,18.29.5.163,100,240,1,6/16/22 8:28,R_24HIc6E1qarL2to,,,,,42.3649,-71.0987,anonymous,EN,1,Goephysics,4,3,3,5,2,2,5,4,4,4,5,4,5,4,4,,666,3,3,666,,3,5,4,2,5,,,,,,,,,,,3,3,3,2,3,2,1,1
294,6/16/22 8:28,6/16/22 8:39,0,18.29.26.118,100,652,1,6/16/22 8:39,R_3CDXQ8Alk9F5V7b,,,,,42.3649,-71.0987,anonymous,EN,1,Planetary Science,3,2,4,4,4,4,1,2,4,4,5,4,4,4,4,,2,4,3,4,5,2,4,4,4,5,3,4,4,4,5,3,4,4,4,5,3,4,3,3,4,2,1,1
335,6/16/22 9:47,6/16/22 9:51,0,18.29.5.214,100,263,1,6/16/22 9:51,R_269kFdULE4XFr74,,,,,42.3649,-71.0987,anonymous,EN,1,Biology,4,4,4,4,2,2,2,3,4,5,5,5,5,,5,,3,4,4,2,5,3,4,4,1,3,1,3,4,1,5,1,1,4,1,4,3,5,2,2,4,2,1,1
348,6/16/22 10:14,6/16/22 10:23,0,142.79.200.209,100,499,1,6/16/22 10:23,R_bOe6TGcVp9VgURr,,,,,42.3498,-71.0765,anonymous,EN,1,Magnetic fusion energy,1,1,1,4,2,1,2,2,5,5,5,5,3,3,4,3,4,3,5,4,3,4,3,3,3,3,2,3,5,5,3,2,2,5,5,3,3,3,3,4,2,2,1,1
519,7/13/22 9:39,7/13/22 9:47,0,212.140.138.214,100,466,1,7/13/22 9:47,R_1mWZbHDVz3dX9m0,,,,,51.4964,-0.1224,anonymous,EN,1,Physics,4,2,4,3,4,2,4,3,4,4,5,4,3,2,4,4,3,4,2,2,3,4,3,3,2,2,3,3,2,2,3,4,3,2,2,3,3,5,3,3,2,1,1,2
524,7/19/22 8:41,7/19/22 9:02,0,73.149.180.222,100,1279,1,7/19/22 9:02,R_3rU53r9x9eO4sOQ,,,,,42.3737,-71.1284,anonymous,EN,1,electrochemistry,4,2,3,1,3,4,3,3,4,4,2,4,4,,4,,4,5,1,1,5,5,5,1,1,5,5,5,1,1,5,5,5,1,1,5,3,3,3,3,3,2,20,2
7,6/9/22 6:48,6/9/22 6:53,0,73.69.64.21,100,331,1,6/9/22 6:53,R_1EdkdNp6cj9yzQB,,,,,42.3498,-71.0765,anonymous,EN,1,Seismology,4,1,3,3,2,2,4,2,5,3,5,4,5,5,5,,666,666,4,666,666,4,666,5,666,666,1,3,4,3,3,1,3,5,5,2,2,4,4,5,4,2,1,1
9,6/9/22 6:50,6/9/22 6:54,0,208.127.79.164,100,211,1,6/9/22 6:54,R_vNpHvKzt1nBfGWl,,,,,42.3649,-71.0987,anonymous,EN,1,Atmospheric Science,5,4,3,4,2,4,5,3,4,4,2,2,5,5,2,,5,5,4,4,5,5,5,5,5,666,5,5,5,5,5,5,5,5,5,5,2,4,3,4,4,2,1,1
17,6/9/22 6:52,6/9/22 6:57,0,18.10.79.22,100,285,1,6/9/22 6:57,R_yJF3O8WlkP8SFZD,,,,,42.3649,-71.0987,anonymous,EN,1,Climate Science,5,1,3,4,2,3,2,1,4,5,3,2,,2,2,,1,5,4,4,4,5,2,4,2,4,,,,,,,,,,,2,4,3,2,1,2,1,2
43,6/9/22 7:01,6/9/22 7:08,0,174.242.79.143,100,440,1,6/9/22 7:08,R_1ePGUUfJDlbe6L7,,,,,42.3663,-71.0569,anonymous,EN,1,Biological engineering - molecular biology ,5,2,4,4,4,4,5,3,5,4,5,5,5,5,3,4,5,4,3,4,4,5,4,4,4,5,4,3,5,5,4,4,3,5,5,4,2,2,3,3,3,2,1,1
60,6/9/22 7:11,6/9/22 7:20,0,18.29.5.102,100,551,1,6/9/22 7:20,R_2464VPliw5poqvd,,,,,42.3649,-71.0987,anonymous,EN,1,Biology,4,2,4,5,4,2,2,2,4,4,5,5,5,5,4,5,666,4,3,3,4,666,2,4,2,5,2,2,5,5,5,3,3,5,3,5,2,4,2,3,4,2,1,1
91,6/9/22 7:41,6/9/22 7:48,0,198.125.179.117,100,397,1,6/9/22 7:48,R_r21lDHnEnY0F5Tz,,,,,42.3737,-71.1284,anonymous,EN,1,Plasma Physics,4,2,2,4,2,2,2,2,4,4,4,4,5,5,5,,666,4,4,2,3,666,666,666,666,666,2,3,3,3,2,3,3,3,3,3,2,3,2,2,1,2,1,1
103,6/9/22 7:59,6/9/22 8:06,0,173.48.235.18,100,437,1,6/9/22 8:06,R_1Fnaf3k9Lqjco53,,,,,42.5278,-71.104,anonymous,EN,1,Chemistry,4,2,2,3,3,2,3,2,4,3,5,5,5,,5,,4,4,4,2,5,4,5,4,2,5,4,2,4,3,5,3,3,4,4,5,2,5,4,4,4,2,1,1
140,6/9/22 9:05,6/9/22 9:12,0,18.31.14.194,100,440,1,6/9/22 9:12,R_3hnc1HnwYeszOE9,,,,,42.3649,-71.0987,anonymous,EN,1,Computational Biophysics,5,1,4,4,2,2,4,2,5,2,4,5,4,5,5,5,4,4,4,4,5,4,4,4,4,5,4,4,4,4,5,4,4,4,4,5,2,3,1,1,5,1,1,1
151,6/9/22 9:38,6/9/22 9:45,0,130.44.163.170,100,397,1,6/9/22 9:45,R_vpEGUWozHu3V36p,,,,,42.3996,-71.1246,anonymous,EN,1,Computational Neuroscience,4,5,5,5,5,2,4,2,2,5,5,5,4,4,5,3,5,3,4,2,5,5,3,2,2,5,2,5,3,4,3,4,5,2,3,5,2,3,3,2,3,2,1,1
183,6/9/22 13:00,6/9/22 13:06,0,18.31.19.81,100,359,1,6/9/22 13:06,R_dcCQtqgcBqviagp,,,,,42.3649,-71.0987,anonymous,EN,1,computational neuroscience,5,4,5,5,3,4,5,3,3,4,4,5,4,4,5,,5,666,2,2,4,4,1,2,2,5,4,1,5,3,5,4,1,5,2,4,2,5,5,4,5,2,1,1
300,6/16/22 8:39,6/16/22 8:45,0,18.29.27.72,100,367,1,6/16/22 8:45,R_2CWAN2n22oR7xy9,,,,,42.3649,-71.0987,anonymous,EN,1,Cognitive Science,3,2,3,4,2,1,2,1,4,5,5,4,4,5,4,4,4,4,4,4,5,4,3,4,4,5,4,3,5,5,5,4,3,5,5,5,2,3,3,3,4,2,1,1
321,6/16/22 9:02,6/16/22 9:19,0,18.31.24.173,100,1037,1,6/16/22 9:19,R_2bP0kfIWJv7zDfw,,,,,42.3649,-71.0987,anonymous,EN,1,Physics,3,3,3,4,3,2,2,2,4,5,4,5,5,3,5,4,666,666,4,666,666,666,666,4,666,666,1,2,4,2,1,1,2,4,2,1,2,4,3,3,3,2,20,1
327,6/16/22 9:24,6/16/22 9:35,0,128.138.65.47,100,657,1,6/16/22 9:35,R_w4PkJJYt6DFFrvH,,,,,39.9947,-105.2366,anonymous,EN,1,Theoretical Physics,5,2,4,4,4,5,3,3,4,4,4,5,,,5,,5,4,4,2,4,3,3,4,2,3,2,4,3,2,4,,,,,,2,4,2,1,3,2,20,2
473,7/12/22 9:31,7/12/22 9:35,0,141.154.68.227,100,282,1,7/12/22 9:35,R_W3uy1B50eFnikkp,,,,,42.3935,-71.1836,anonymous,EN,1,microbiology,4,3,4,4,2,2,2,2,3,3,5,5,5,4,4,,3,4,4,3,4,4,2,3,2,4,2,1,4,4,4,4,1,4,4,4,2,3,3,3,3,2,1,1
476,7/12/22 9:32,7/12/22 9:39,0,107.116.79.131,100,420,1,7/12/22 9:39,R_2CdEGipP4FcEF7P,,,,,38.8597,-77.198,anonymous,EN,1,Physics,4,2,4,5,4,2,1,3,5,5,2,5,4,4,5,3,3,4,5,4,4,3,5,3,3,5,4,5,4,4,5,4,5,5,4,5,2,4,4,4,3,2,20,2
505,7/12/22 12:38,7/12/22 12:45,0,84.125.75.187,100,428,1,7/12/22 12:45,R_11ctbNW2COpxONZ,,,,,39.4923,-0.4046,anonymous,EN,1,Quantum gravity,5,2,5,5,4,3,5,4,4,4,1,5,,,5,,4,4,5,1,4,666,666,666,666,,4,5,5,4,4,,,,,,2,3,4,3,3,2,20,2
96,6/9/22 6:58,6/9/22 7:55,0,128.128.200.146,100,3413,1,6/9/22 7:55,R_1Ce9gIWMHYDXNZf,,,,,41.5226,-70.6662,anonymous,EN,1,Physical Oceanography,4,1,2,2,2,1,4,3,5,5,5,3,4,5,3,,4,4,4,4,5,4,4,5,3,5,5,4,4,4,5,4,4,4,4,4,1,4,3,3,4,2,1,1
175,6/9/22 9:47,6/9/22 11:23,0,18.29.12.39,100,5798,1,6/9/22 11:23,R_2QY9RTFnhFAI28H,,,,,42.3649,-71.0987,anonymous,EN,1,Chemistry ,4,1,4,5,3,3,4,4,5,5,3,3,,,,,4,4,3,3,4,4,4,4,3,4,4,4,4,3,4,,,,,,1,5,1,1,4,2,1,1
180,6/9/22 12:51,6/9/22 12:56,0,73.114.0.39,100,321,1,6/9/22 12:56,R_susAiJjMK1Mxkwp,,,,,42.1186,-70.9576,anonymous,EN,1,Cell Biology,2,3,3,4,5,1,1,1,5,5,5,2,,,,,5,5,2,2,5,5,5,2,2,5,,,,,,,,,,,1,2,2,2,5,2,1,1
181,6/9/22 12:47,6/9/22 12:57,0,18.29.10.178,100,548,1,6/9/22 12:57,R_1PRgyCU7LOgZEhU,,,,,42.3649,-71.0987,anonymous,EN,1,Cancer Biology,4,2,5,3,5,3,4,3,5,4,4,5,4,4,3,3,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,1,3,3,3,3,2,20,1
518,7/13/22 9:37,7/13/22 9:44,0,73.17.150.109,100,445,1,7/13/22 9:44,R_1ILh3OmrHlTGwxP,,,,,42.3649,-71.0987,anonymous,EN,1,Electrochemistry,5,3,5,5,5,4,4,2,2,4,4,5,5,5,5,5,4,5,5,3,5,4,4,5,5,5,1,5,5,3,3,2,4,4,4,4,1,3,4,4,5,1,1,1
164,6/9/22 10:21,6/9/22 10:41,0,18.4.1.147,100,1192,1,6/9/22 10:41,R_1GktrdSrXg51AGZ,,,,,42.3649,-71.0987,anonymous,EN,1,Regeneration,2,1,2,3,2,1,,1,5,4,4,4,5,5,4,5,3,666,4,3,4,3,666,4,3,4,3,3,5,4,4,3,3,5,4,4,1,3,4,3,3,2,1,1
297,6/16/22 8:38,6/16/22 8:42,0,198.125.181.93,100,298,1,6/16/22 8:42,R_1IaO2VLyVnoSKJe,,,,,42.4188,-71.1557,anonymous,EN,1,Computer Science ,3,3,3,3,3,2,3,3,4,3,5,5,,,,,666,666,666,666,,666,666,666,666,,,,,,,,,,,,1,1,1,1,3,2,1,2
497,7/12/22 10:48,7/12/22 10:52,0,198.125.181.93,100,219,1,7/12/22 10:52,R_3CVGESrjjP7MK2i,,,,,42.4188,-71.1557,anonymous,EN,1,Computer Science,3,3,3,3,3,3,3,3,3,3,5,5,,,,,666,666,666,666,,666,666,666,666,,,,,,,,,,,,1,1,1,1,5,1,1,1
2,6/9/22 6:26,6/9/22 6:31,0,98.217.138.32,100,295,1,6/9/22 6:31,R_3iETbAmsYWxEcNd,,,,,42.3725,-71.1814,anonymous,EN,1,TEST,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
71,6/9/22 7:20,6/9/22 7:28,0,18.29.20.69,100,457,1,6/9/22 7:28,R_2bZchQIV0jDncml,,,,,42.3649,-71.0987,anonymous,EN,1,Biochemisty,5,5,5,5,4,5,3,4,5,4,5,5,,,,,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,,,,,,,1,1,1,3,2,1,1
154,6/9/22 7:22,6/9/22 9:49,0,18.29.10.53,100,8805,1,6/9/22 9:49,R_ZyNcxLfa8BYK7Id,,,,,42.3649,-71.0987,anonymous,EN,1,Biology,4,4,5,5,4,2,5,4,5,4,5,5,4,4,5,5,4,5,4,3,5,5,3,4,4,5,4,4,4,4,4,4,3,5,3,4,,4,4,4,2,2,20,2
168,6/9/22 10:48,6/9/22 10:52,0,18.29.25.87,100,201,1,6/9/22 10:52,R_abin6SgYrO782jL,,,,,42.3649,-71.0987,anonymous,EN,1,,3,3,3,3,,3,3,3,4,3,3,3,4,4,4,4,4,4,4,4,4,4,3,3,4,4,4,4,4,4,4,4,4,4,4,4,,3,3,3,3,1,1,1
226,6/9/22 6:48,6/9/22 6:48,0,18.29.2.32,3,14,0,6/16/22 6:48,R_2ATjL7gAPbstNRQ,,,,,,,anonymous,EN,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
227,6/9/22 6:48,6/9/22 6:48,0,24.34.141.215,3,20,0,6/16/22 6:48,R_tGxRuakhN684vzH,,,,,,,anonymous,EN,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
228,6/9/22 6:48,6/9/22 6:49,0,192.54.222.142,5,60,0,6/16/22 6:49,R_1HnvamvcHYdTmPk,,,,,,,anonymous,EN,1,Theoretical high energy physics,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
229,6/9/22 6:49,6/9/22 6:49,0,18.10.95.198,3,22,0,6/16/22 6:49,R_1lp0LxJWdMzO4yI,,,,,,,anonymous,EN,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
230,6/9/22 6:52,6/9/22 6:52,0,192.54.222.146,24,22,0,6/16/22 6:53,R_21pNVVtaZo3KVc8,,,,,,,anonymous,EN,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
231,6/9/22 6:48,6/9/22 6:53,0,18.25.73.198,37,277,0,6/16/22 6:53,R_1jPQ9WYUG9xLArB,,,,,,,anonymous,EN,1,embedded software development,2,2,2,2,2,1,2,1,3,4,4,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
232,6/9/22 6:53,6/9/22 6:54,0,73.126.98.92,3,28,0,6/16/22 6:54,R_12tXj6TvoSOBzVc,,,,,,,anonymous,EN,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
233,6/9/22 6:50,6/9/22 6:54,0,73.219.64.57,69,258,0,6/16/22 6:54,R_1mWNc1jRwhqRgjT,,,,,,,anonymous,EN,1,Chemistry,4,4,4,4,2,5,3,2,4,4,2,3,2,4,4,,4,4,4,2,5,4,4,3,2,4,4,4,4,3,5,,,,,,,,,,,,,
234,6/9/22 6:50,6/9/22 6:55,0,18.10.73.65,69,307,0,6/16/22 6:55,R_3PB282NnA6w44ma,,,,,,,anonymous,EN,1,BIOLOGY,5,2,4,2,3,4,2,2,4,5,5,5,5,5,5,5,5,4,4,5,5,5,5,5,4,5,5,5,5,5,5,,,,,,,,,,,,,
